key,target,source
ftbquests.chapter.9ars_nouveau.quests.13.description.0,它可以像其他植物一样生长，但是种植它需要在附近的农艺魔源通道提供额外的魔源。,"It grows as any other plant, but its roots reach through the veil, soaking in more of the mana that infuses the earth. Growing these will serve two purposes to a budding practitioner."
ftbquests.chapter.9ars_nouveau.quests.14.description.0,魔源中继器为魔力流过提供了一个受控的通道，而不会消散到空气之中。魔法中继器可以链接到其他中继器以及源质罐，以提供从一个地方到另一个地方的安全传输。,Mana Relays serve this purpose. They provide a controlled channel for mana to flow through without dissipating back into the world. Mana Relays may be linked to other relays as well as jars to provide safe transit from one place to another.
ftbquests.chapter.9ars_nouveau.quests.15.description.0,准备法术羊皮纸，在法术书中设计咒语，然后将法术羊皮纸放在抄写台上。右击装有法术书的桌子，将选定的咒语转移到法术羊皮纸上。,"To prepare a Parchment with a spell, design the spell within your spellbook, then place a parchment on the Scribe's Table. Sneak Right Click the table with your spell book to transfer the selected spell over to the parchment."
ftbquests.chapter.9ars_nouveau.quests.16.description.0,要使用符文粉笔，请首先在地面上画一个圆圈。现在右键单击带有准备好的咒语羊皮纸的圆圈。有效的咒语羊皮纸必须以触摸表单开头。,"To use Runic Chalk, begin by drawing a circle on the ground. Now right click the circle with a prepared Spell Parchment. Valid Spell Parchments must begin with the Touch Form."
ftbquests.chapter.9ars_nouveau.quests.16.description.2,任何走过符文的生物都会受到法术的效果。（这教程就和没说一样，建议看书）,Any creature that walks over the rune will receive the effect of the spell.
ftbquests.chapter.9ars_nouveau.quests.17.description.0,更先进的魔法中继器，能够从多个位置获取魔力并且发送到多个位置。,A more advanced Mana Relay capable of pulling from and sending to multiple locations.
ftbquests.chapter.9ars_nouveau.quests.18.title,自动魔法,Auto Magically
ftbquests.chapter.9ars_nouveau.quests.18.description.0,如果魔术不能全自动，那还有什么用呢？,What good is magic if it cannot be made to work for us without constant intervention?
ftbquests.chapter.9ars_nouveau.quests.19.subtitle,附魔法术炮塔是一种增强的装置，用于通过红石脉冲按需施放法术,The Spell Turret is an enhanced apparatus used to cast spells on demand with a redstone pulse
ftbquests.chapter.9ars_nouveau.quests.19.description.0,就像符文粉笔创建的简单符文一样，通过右键带有符咒羊皮纸的设备，可以为它提供准备好的符咒羊皮纸。与符文不同，它可以使用触摸和投射形式。,"Like the simpler runes created by Runic Chalk, it can be provided with a prepared Spell Parchment by right clicking the device with the parchment. Unlike runes, it can use both Touch and Projectile Forms."
ftbquests.chapter.9ars_nouveau.quests.21.description.0,召唤水晶是用附魔装置制作的，所有的符咒都是用附魔装置制作的。,"The Summoning Crystal is crafted with the Enchanting Apparatus, as are all Charms."
ftbquests.chapter.9ars_nouveau.quests.23.description.0,一个简单而紧凑的农作物农场可以用一个法术炮塔制作：&9Touch > Grow > Harvest&r.,A simple and compact crop farm can be made with a spell turret: &9Touch > Grow > Harvest&r.
ftbquests.chapter.9astral_sorcery.title,&9星辉魔法,&9Astral Sorcery
ftbquests.chapter.9astral_sorcery.quests.0.title,&d&l该激发星辉的力量了！星辉魔法！,&d&lWelcome to Astral Sorcery
ftbquests.chapter.9astral_sorcery.quests.0.subtitle,*完成任务&b&l&o魔力工作台&r以解锁*,*Unlocked by completing the &b&l&oMagic Wokbench&r quest*
ftbquests.chapter.9astral_sorcery.quests.0.description.0,星辉魔法是一个专注于利用星能和星座的力量的魔法模组。探索世界和你上方的天空并通过星光，建造多方块祭坛加强自己或改造周围的世界。,"Astral Sorcery is a Minecraft magic mod focused around harnessing the powers of starlight and the constellations. Explore and discover the world and the sky above you; focus starlight to your will, strengthening yourself or enhancing the world around you."
ftbquests.chapter.9astral_sorcery.quests.0.description.2,加入本模组后进入游戏会得到一本星芒宝典，星芒宝典将指引你如何发展并进行研究,"The mod itself has an ingame guide in the form of the Astral Tome, which will guide you through most of the mod if you read it carefully. Certain structures in the world are required for proper progression."
ftbquests.chapter.9astral_sorcery.quests.1.description.0,星辉合成台 必须放置在一个露天的地方才能工作。当你打开星辉合成台的GUI，它的底部有一个星能条。它充能（和效率）的多少取决于星辉合成台被放置的高度以及世界时间。在晚上，你的星辉合成台会比白天获得更多的星能。 ,"The Luminous Crafting Table must be placed somewhere open to the sky to work. This table has a “Star Light” meter at the bottom when you open it. This will fill up depending on where the table is placed and the time. In the middle of the night, your table will have higher levels of Star Light than during the day."
ftbquests.chapter.9astral_sorcery.quests.1.description.2,将星辉合成台放置在离天空更近的地方(y轴为120)会得到更多星光。如果你靠近聚能水晶（浮动水晶）或在一个星能高度集中的区域，你将获得更高的星能等级（指星能增长的更多更快）。这个星能等级也受到月亮的位置和你在世界上的坐标的影响(因为它取决于桌子可以看到什么星座)而在白天，你几乎看不到星光，所以你无法通过天空来获得星能 ,"Tables placed at a higher elevation (max Y-level 120) will also get more Star Light. Higher levels can be achieved if you are near a Collector Crystal or in an area of high Starlight concentration (more on this later). This Star Light level is also affected by where the moon is and where you are in world, as it depends on what Constellations the table can see. During the day you will get next to no Star Light."
ftbquests.chapter.9astral_sorcery.quests.1.description.4,星辉合成台也可以作为普通合成台使用(合成与星辉魔法无关的物品)，但是当你要合成任何星辉魔法的物品时，你需要使用共鸣星杖。不像普通的制作桌，你可以直接合成你需要的东西，你必须在放置配方后退出合成台，然后用共鸣星杖右键单击合成台。然后一束月光会照耀在星辉合成台上，然后你所要合成的的物品就会出现在桌子上。,"This table can also be used as a regular crafting table (for crafting things related to Astral Sorcery) but when crafting anything for Astral Sorcery you will need your Resonating Wand. Unlike a normal crafting table where you can just pull out what you have crafted, you have to exit the table after creating the recipe and then right-click the table with the Resonating Wand. A beam of moonlight will shine on the table and then the crafted item will appear in the world on top of the table."
ftbquests.chapter.9astral_sorcery.quests.2.title,&d&l辉光 \\& 暗夜,&d&lLight \\& Darkness
ftbquests.chapter.9astral_sorcery.quests.2.subtitle,辉光或暗夜,Illuminate or Obscured
ftbquests.chapter.9astral_sorcery.quests.2.description.0,&b&l辉光粉&r:,&b&lIlluminating powder&r:
ftbquests.chapter.9astral_sorcery.quests.2.description.1,用少量星能，萤石粉和海蓝宝石，你可以制作辉光粉。它可以用来制作一些特殊物品。除了用于合成，辉光粉还有一些其他用处，你可以在地面上右键它，它将像火把一样照亮该区域。和火把不同的是，它没有碰撞箱。让它消失的唯一办法就是用方块遮盖住它。,"With a little bit of Starlight, glowstone and aquamarine you can craft Illumination Powder. It is very useful on its own but it's far more useful when used to craft other items. Once crafted you can right-click it on the ground and it will light up the area. Unlike a torch, it does not have a hit box. The only way to put these out is to place a block over them."
ftbquests.chapter.9astral_sorcery.quests.2.description.3,&b&l暗夜粉&r:,&b&lNocturnal Powder&r:
ftbquests.chapter.9astral_sorcery.quests.2.description.4,使用暗夜粉你可以创造一个暂时的刷怪区块。当右击地面时，它会产生一个约四分之一个区块大小黑色的烟雾，并持续约12秒，这里面会生成大量的怪物（大概10只）。生成的怪物名单将根据所在的生物群落和安装模组而变化。如果烟雾中的怪物以某种方式离开烟雾(例如被杀死或自己走出去区域)，更多的怪物将在烟雾中产生!,"Using the Illumination powder you can also create Nocturnal powder. When right-clicked on the ground it will create a dark patch which will eventually disappear leaving behind a group of mobs. The mobs spawned will vary per biome and the mods installed. If the mobs inside are somehow continuously removed (e.g. killed or pushed out of the area), more mobs will spawn inside the smoke!"
ftbquests.chapter.9astral_sorcery.quests.3.description.0,使用共鸣星杖可以在地下y轴为 - 4级或更深的地方找到水晶石(上下浮动几级)。挖掘它需要一个钻石镐(只要挖掘等级为黑曜石即可)。警告:水晶石矿石只能由距离它10个格以内的玩家开采，其他任何机械开采(如数字型采矿机)都不会掉落。 ,"Rock Crystal ore can be found deep underground at Y-level 4 and below (give or take a few levels up or down) using a Resonating Wand. It requires a Diamond pickaxe (this could be different depending on other mods installed; needs to be able to mine obsidian) to harvest. A warning: Rock Crystal Ore can only be mined by a player standing within 10 blocks of it, anything else (like a quarry) and the ore will drop nothing."
ftbquests.chapter.9astral_sorcery.quests.3.description.2,你未来需要更多的水晶石。而且这些水晶石并不容易得到的，所以要谨慎使用。如果你希望从水晶石制作一把剑或一把镐子，请考虑以下几点: ,You are going to need more Rock Crystals. These are not always easy to come by so use these sparingly. If you wish to make a sword or a pickaxe from Rock Crystal take the following into consideration:
ftbquests.chapter.9astral_sorcery.quests.3.description.4,&b&l尺寸:&r 代表耐磨性/耐久-越大越好，这将提高工具/武器的耐久。,"&b&lSize:&r Grindability/Durability - The bigger the better, this will increase the tool/weapon Durability."
ftbquests.chapter.9astral_sorcery.quests.3.description.5,&b&l纯度:&r 纯度越高，透镜的光线衰减越弱，且打磨时尺寸的减少量越低。这条属性也会影响你的工具和武器，使其更加坚固.,"&b&lPurity:&r Power of Starlight if used to transmit Starlight, and resistance to loss of size when grinding. This will allow you to sharpen the tool/weapon to make it even stronger."
ftbquests.chapter.9astral_sorcery.quests.3.description.6,&b&l工具效能:&r 影响对应工具的伤害和效率。,&b&lCutting:&r Damage/tool speed
ftbquests.chapter.9astral_sorcery.quests.3.description.8,你可以使用普通的水晶石，你也可以增强它们，让它们尺寸变大。将水晶石放入星能液中会增加晶体的总尺寸（最高400）。这个过程很慢，需要一点时间，因此在这一过程中，你可以继续使用磨石。,You can use normal Rock Crystals but you can enhance these to make them more powerful. Throwing these into Liquid Starlight will increase the Crystals overall size (up to 400). This is a slow process and could take some time so while that is happening you can move onto making a Grindstone.
ftbquests.chapter.9astral_sorcery.quests.4.description.0,现在你应该有了大量的液体星能（星能液桶），是时候合成你的下一个必备物品了！汇星共振器。你需要一桶液体星能（星能液桶）和一个金锭。当然，这必须在星辉合成台上合成。,"Now that you have a good amount of Liquid Starlight it's time to create your next item, the Fosic Resonator. This will require a bucket of Liquid Starlight and a gold ingot. This must be crafted on the Luminous Crafting Table."
ftbquests.chapter.9astral_sorcery.quests.4.description.2,这个小东西可以帮助你找到更高浓度的星能聚集地(如果你需要更多的星能用于制作，那么它很有用)。手持这个小东西，你会发现地上有一些蓝色的斑块。（你只能在晚上看见）如果你飞得太高或太快，你可能看不到这些斑块。,This little device will help you find higher concentrations of Starlight (useful if you are having problems with getting enough Starlight for crafting). With this in hand you walk around your world and find patches on the ground that are blue. This needs to be done at night and you may not see these patches if you are flying around too high or too fast.
